Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Tech Career Skills: Effective Technical Communication,"<p>Today's developers have numerous resources for learning the ""hard"" skills required to succeed in a technical role, but many are missing the soft skills required to excel in their careers. This course focuses on one of the most important: communication. Learn how to work with a diverse team, with different knowledge, backgrounds, and perspectives, and figure out which aspects of communication you can automate—and which need a more personal touch. Instructor Annyce Davis covers how to establish standards and processes, work and communicate as a team, hold effective meetings in an agile workspace, and handle common challenges to communication, from communicating across cultures to communicating across time zones. The skills you develop in this course will help you become a more effective technical communicator and take the next step in your career.</p>
<p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,2026-03-06 20:59 UTC,2026-03-06 20:57 UTC,false,N/A,
Building Angular and ASP.NET Web API Apps,"This course provides a practical guide to building modern full-stack web applications using ASP.NET Web API and Angular. Learn how to create and secure RESTful API endpoints, integrate them with an Angular frontend, and perform essential CRUD operations. Along the way, instructor Ervis Trupja covers best practices for designing scalable and maintainable applications, including authentication using JSON Web Tokens. By the end of the course, you should also understand how to deploy your applications to production environments, ensuring they are ready for real-world use. This course is perfect for developers who are just getting started or they want to improve their full-stack development skills using these powerful frameworks.",Course,2026-05-12 01:55 UTC,N/A,false,N/A,
Graph Databases: Neo4j for Complex Data Relationships,"Data is becoming more complex, and graph databases are perfect for storing and representing complex relationships between data. In this course, instructor Andreas Kretz introduces you to Neo4j fundamentals and walks you through creating a data project using Neo4j. Andreas explains terminology and goes over the properties of graph databases and the differences in data modeling between relational and graph databases. He goes over Neo4j query language, as well as deployment and scaling. Andreas shows you how to set up your environment and write data to your data project, then demonstrates how to query the data. He finishes up with a review of what you have learned and suggestions for learning more.",Course,2024-10-29 04:49 UTC,N/A,false,N/A,
Arquitectura de software: Creación de sistemas sustentables esencial,"Crea sistemas de software más sustentables que puedan permanecer en el tiempo, expandirse y madurar con la organización que los desarrolla. Este contenido formativo te instruirá en las bases conceptuales de arquitectura y diseño de software, el rol del arquitecto de software, el ciclo de vida del software, cultura organizacional y, por supuesto, técnicas, patrones de diseño y modulabilidad, así como análisis de la deuda técnica y la herencia, todo enfocado a crear sistemas más sustentables en el tiempo.",Course,2021-04-28 18:48 UTC,2021-04-28 17:56 UTC,false,N/A,
Java: Programación orientada a objetos esencial,"Aprende cómo funciona paradigma de orientación a objetos y sácale el máximo partido con este curso. Paso a paso y de forma práctica, descubrirás cómo realizar la implementación orientada a objetos, además de conocer otros conceptos como herencia, sobreescritura y reparto de responsabilidades.",Course,2021-07-30 15:28 UTC,N/A,false,N/A,
Novedades Office 2013,"Microsoft Office 2013 viene con todas las herramientas necesarias para trabajar tanto en la oficina, como en casa e, igualmente, cuando estamos en camino. Trabajar hoy en la nube y con dispositivos con pantallas táctiles es el camino que el avance tecnológico está mostrando y en este curso video2brain te mostramos cómo Microsoft está preparando este camino apuntando al futuro.",Course,2020-01-02 16:38 UTC,N/A,false,N/A,
Azure AZ-303 Prep. Cert.: Microsoft Azure Architect Technologies,"Prepárate para superar con todas las garantías de éxito el examen de certificación AZ-303 de Microsoft. Este contenido formativo de LinkedIn Learning te ayudará a repasar en profundidad cada tema incluido en la guía oficial de este examen orientado a implementar soluciones con Microsoft Azure. Además de comprender cada sección que puede parecer en la prueba, se te orientará sobre cómo se realiza el registro para certificarte como arquitecto Azure. ¡Empecemos cuanto antes tu camino a obtener la certificación!",Course,2022-05-12 23:29 UTC,N/A,false,N/A,
DevOps Foundations: Continuous Delivery/Continuous Integration (2017),"Continuous delivery is one of the major DevOps practice areas. By continuously building, testing, and delivering your code, you can reap huge stability, speed, and flexibility benefits. In this course, learn about continuous integration and continuous delivery (CI/CD), and see how these concepts work in practice by constructing your own build pipeline. Throughout the course, instructors James Wickett and Ernest Mueller discuss elements of the pipeline as they show how to take an app written in the Go programming language from development to production. They walk through version control, building artifacts, unit testing, and deployment, demonstrating common practices and tools along the way.",Course,2021-05-14 04:21 UTC,N/A,true,N/A,
Design Thinking: Facilitación de procesos de trabajo,"Este curso te ofrece una guía básica para el desarrollo del rol del facilitador, ideal para iniciarse en esta figura, que es una de las más importantes de los procesos de Design Thinking, y que rara vez obtiene una formación específica sobre el rol. De forma práctica y desde cero, se te presentarán las características más importantes del rol, se detallarán las tareas y actividades clave a la hora de facilitar sesiones de trabajo y obtendrás orientación sobre la mejor manera de aumentar valor como facilitador dentro del proceso de Design Thinking.",Course,2021-08-06 21:28 UTC,N/A,false,N/A,
Copilot para Microsoft 365: El arte de escribir prompts,"Explora el poder de Copilot en Microsoft 365 y domina el arte de escribir prompts efectivos. A través de técnicas avanzadas de prompt engineering, optimiza tu uso de Microsoft Teams, Outlook, Word, Excel y PowerPoint. Descubre ejemplos prácticos que puedes aplicar directamente en tu trabajo diario, independientemente de tu nivel de experiencia. Mejora tu productividad y eficiencia utilizando Copilot en las principales herramientas de la suite ofimática. Transforma tu forma de trabajar con estrategias innovadoras y maximiza el potencial de tus herramientas digitales.

</p><p>Este curso es parte de un <a href=""https://www.linkedin.com/learning/paths/microsoft-copilot-para-productividad-por-microsoft-y-linkedin"" target=""_blank"">certificado profesional de Microsoft.</a></p>",Course,2026-07-02 02:51 UTC,N/A,false,N/A,
Server Administration Essential Training,"Servers are the heavy lifters of IT. They power the internet, email, enterprise-level applications, databases, local networks, and more. While most users have a superficial understanding of servers, system administrators and IT pros must know them intimately. You must be prepared to configure, deploy, and maintain a variety of servers—with high availability <i>and</i> scalability. This course covers the fundamentals of servers, including popular server operating systems such as Windows Server and Linux. It's designed for the entry-level IT student who needs a basic understanding of server architecture, user administration, virtualization, storage, security, networking, and disaster recovery. Instructor Ed Liberman, an IT consultant and trainer for over 20 years, also reviews troubleshooting theory and tools, so you can understand common problems that can arise with servers and how to solve them.",Course,2023-10-10 03:47 UTC,N/A,false,N/A,
Hosting Virtual Machines in a Multicloud Environment,"Using multiple cloud providers has become the norm for organizations, as multicloud environments can improve security and operational efficiency while potentially reducing costs. In this hands-on course, Microsoft MVP Brien Posey demonstrates how to enable communication between Amazon Web Services (AWS) and Microsoft Azure. Get an overview of multicloud architecture and learn how to set up a cross cloud VPN between  Azure and AWS using only native managed services. You will learn how to configure virtual private clouds, subnets and address ranges, gateway services, firewalls,  and much more. After creating a cross cloud VPN, you will learn how to deploy Active Directory as a managed service, so that you can manage identities across clouds. You will even learn how to keep cloud based directory services synchronized with one another.",Course,2024-11-15 22:34 UTC,N/A,false,N/A,
